,StudentID,over_lap,gap
143,ID-03739,[],[]
144,ID-01782,[],[]
145,ID-00623,[],[]
146,ID-03766,[],[]
147,ID-03981,[],[]
148,ID-00568,[],[]
149,ID-01059,[],[]
150,ID-01129,[],[]
151,ID-00385,[],[]
152,ID-04038,[],[]
153,ID-02710,[],[]
154,ID-02795,[],[36623]
155,ID-00914,[],[]
156,ID-00690,[],[]
157,ID-05777,[],[]
158,ID-02704,[],[]
159,ID-02508,[],[76644]
160,ID-03740,[],[]
161,ID-02490,[],[]
162,ID-03357,[],[]
163,ID-02369,[341],[]
164,ID-00547,[],[]
165,ID-03095,[],[]
166,ID-03360,[],[]
167,ID-01056,[],[]
168,ID-03207,[],[]
169,ID-01629,[],[]
170,ID-02544,[],[]
171,ID-02466,[],[151027]
172,ID-05781,[],[]
173,ID-00439,[],[]
174,ID-04539,[],[]
175,ID-00642,[],[]
176,ID-02520,[],[10568]
177,ID-02893,[],[]
178,ID-00672,[],[]
179,ID-01158,[],[]
180,ID-00966,[],[]
181,ID-04221,[],[]
182,ID-03354,[],[]
183,ID-06220,[],[]
184,ID-01725,[],[]
185,ID-02297,[],[]
186,ID-02287,[],[]
187,ID-02891,[],[23306]
188,ID-00049,[],[]
189,ID-02906,[],[]
190,ID-03652,[],[]
191,ID-05646,[],[]
192,ID-03532,[],[]
193,ID-03200,[],[]
194,ID-00943,[],[]
195,ID-01293,[],[]
196,ID-00509,[],[]
197,ID-01130,[],[]
198,ID-02304,[340],[]
199,ID-00576,[],[]
200,ID-00878,[],[]
201,ID-02692,[],[]
202,ID-02773,[],[]
203,ID-02493,[],[]
204,ID-03525,[],[]
205,ID-03467,[],[]
206,ID-03547,[],[]
207,ID-00817,[],[]
208,ID-02651,[],[]
209,ID-02441,[],[]
210,ID-00306,[],[]
211,ID-00604,[],[]
212,ID-00896,[],[]
213,ID-00655,[],[99056]
214,ID-02535,[],[]
215,ID-03314,[],"[35777, 140938]"
216,ID-03967,[],[]
217,ID-01319,[],[]
218,ID-00433,[],[]
219,ID-01627,[],[]
220,ID-06360,[],[]
221,ID-00640,[],[]
222,ID-03637,[],[98879]
223,ID-03164,[],[]
224,ID-03276,[],[]
225,ID-02193,[],[]
226,ID-02430,[],[]
227,ID-01374,[],[]
228,ID-02478,[],[]
229,ID-01542,[],[]
230,ID-01690,[],[53066]
231,ID-01085,[],[]
232,ID-03137,[],[]
233,ID-03135,[],[]
234,ID-00226,[],[]
235,ID-05036,[],[74497]
236,ID-00447,[],[]
237,ID-01189,[],[]
238,ID-01403,[404],[]
239,ID-01674,[],"[146850, 218010]"
240,ID-02855,[],[]
241,ID-00676,[],[]
242,ID-01553,[],[]
243,ID-03057,[],[]
244,ID-00953,[],[]
245,ID-03696,[],[]
246,ID-00774,[],[]
247,ID-00670,[],[]
248,ID-02513,[],[]
249,ID-02655,[],[]
250,ID-03194,[],[]
251,ID-00392,[],[]
252,ID-02301,[],[]
253,ID-03717,[],[]
254,ID-03134,[],[]
255,ID-01174,[],[]
256,ID-03182,[],[]
257,ID-00626,[],[]
258,ID-02887,[],[]
259,ID-00948,[],[]
260,ID-03643,[],[]
261,ID-01420,[],[]
262,ID-02277,[],[]
263,ID-02619,[],[]
264,ID-04070,[],[]
265,ID-03706,[],[]
266,ID-02445,[],[]
267,ID-02448,[],"[22755, 142787]"
268,ID-03431,[],[]
269,ID-00356,[],[]
270,ID-03453,[],[]
271,ID-02827,[],[]
272,ID-01381,[],[]
273,ID-02702,[],[]
274,ID-02457,[],[]
275,ID-00452,[],[]
276,ID-03073,[],[]
277,ID-03704,[530],[]
278,ID-01716,[],[]
279,ID-00403,[],[]
280,ID-01704,[],[]
281,ID-00284,[],[]
282,ID-01160,[],[]
283,ID-00395,[],[]
284,ID-00807,[],[]
285,ID-03282,[],[]
286,ID-03202,[],[]
287,ID-00614,[],[]
288,ID-02413,[],[]
289,ID-00397,[],[]
290,ID-01116,[],[]
291,ID-03069,[],[]
292,ID-01491,[],[]
293,ID-00329,[],[]
294,ID-02449,[],[]
295,ID-00582,[],[]
296,ID-03268,[],[]
297,ID-04797,[],[]
298,ID-05165,,
299,ID-06390,[],[1177]
300,ID-03559,[],[]
301,ID-03941,[],[]
302,ID-03496,[],[]
303,ID-01007,[],[]
304,ID-00554,[],[16741]
305,ID-02261,[],[]
306,ID-03368,[],"[31258, 136729]"
307,ID-02454,[],[]
308,ID-03119,[],[]
309,ID-03760,[384],[]
310,ID-02190,[],[]
311,ID-02572,[],[]
312,ID-02543,[],[]
313,ID-02676,[],[]
314,ID-03622,[],[]
315,ID-02308,[],[]
316,ID-03962,[],[]
317,ID-01493,[],[]
318,ID-02616,[],[]
319,ID-02516,[],[]
320,ID-04807,[],[]
321,ID-05783,[],[]
322,ID-01157,[],[]
323,ID-03179,[],[]
324,ID-02629,[],[]
325,ID-01140,[],[]
326,ID-05023,[],[]
327,ID-00946,[],[]
328,ID-02519,[],[]
329,ID-04165,[],[]
330,ID-00424,[],[40986]
331,ID-00854,[],[]
332,ID-02564,[],[]
333,ID-00699,[],[]
334,ID-01280,[],[]
335,ID-01438,[],[]
336,ID-03988,[],[]
337,ID-03071,[],[]
338,ID-02762,[],[]
339,ID-00071,[],[]
340,ID-03342,[340],[]
341,ID-02871,[341],[]
342,ID-04246,[],[]
343,ID-02729,[],[]
344,ID-03856,[],[]
345,ID-00686,[],[]
346,ID-02599,[],[]
347,ID-03495,[],[]
348,ID-03396,[],[]
349,ID-03550,[],[]
350,ID-00030,[],[]
351,ID-02099,[],[]
352,ID-00794,[],[]
353,ID-00596,[],[]
354,ID-00624,[],[]
355,ID-04803,[],[117401]
356,ID-03505,[],[]
357,ID-04508,[],[]
358,ID-03543,[],[]
359,ID-01240,[],[]
360,ID-01598,[],[]
361,ID-03080,[],[]
362,ID-02844,[],[]
363,ID-01024,[],[]
364,ID-01186,[],[]
365,ID-00564,[],[]
366,ID-02837,[],[]
367,ID-01316,[],[]
368,ID-02471,[],[68113]
369,ID-02553,[],[98879]
370,ID-03439,[],[]
371,ID-04711,[],[]
372,ID-00238,[],[]
373,ID-02462,[],[]
374,ID-00920,[],[]
375,ID-00486,[],[16741]
376,ID-01334,[],[53066]
377,ID-00526,[],[]
378,ID-00348,[],[]
379,ID-03447,[],[]
380,ID-02540,[],[]
381,ID-03489,[],[]
382,ID-01208,[],[]
383,ID-00184,[],[]
384,ID-02918,[384],[]
385,ID-00565,[],[]
386,ID-05573,[],[]
387,ID-01270,[],[]
388,ID-02467,[],[]
389,ID-00314,[],[]
390,ID-02542,[],[]
391,ID-01194,[],[]
392,ID-02417,[],[]
393,ID-05858,[],[]
394,ID-00762,[],[]
395,ID-00937,[],[]
396,ID-03176,[],[]
397,ID-02878,[],[]
398,ID-02505,[],[]
399,ID-03034,[],[]
400,ID-03736,[],[]
401,ID-04474,[],[]
402,ID-02485,[],[]
403,ID-03201,[],[]
404,ID-00005,[404],[]
405,ID-01063,[],"[81781, 146113]"
406,ID-01248,[],[]
407,ID-00620,[],[]
408,ID-02873,[],[]
409,ID-03290,[],[117401]
410,ID-00529,[],[]
411,ID-00883,[],[]
412,ID-01118,[],[]
413,ID-03421,[],[]
414,ID-04809,[],[]
415,ID-00402,[],[]
416,ID-01648,[],[]
417,ID-03641,[],[]
418,ID-00698,[],[]
419,ID-04280,[],[]
420,ID-03511,[],[]
421,ID-03989,[],[]
422,ID-04588,[],[]
423,ID-03691,[],[]
424,ID-03152,[],[]
425,ID-02164,[],[]
426,ID-03181,[],[]
427,ID-02847,[],[]
428,ID-01536,[],[]
429,ID-03061,[],[]
430,ID-03121,[],[]
431,ID-00734,[],[]
432,ID-01506,[],[]
433,ID-01114,[],"[31258, 136729]"
434,ID-00075,[],[]
435,ID-00472,[],[]
436,ID-04921,[],[]
437,ID-01770,[],[]
438,ID-00987,[],[]
439,ID-03450,[],[]
440,ID-04321,[],[]
441,ID-01572,[],[]
442,ID-01198,[],[]
443,ID-00866,[],[]
444,ID-00669,[],[]
445,ID-03676,[],[]
446,ID-04939,[],[]
447,ID-04249,[],[]
448,ID-01337,[],[]
449,ID-01596,[],[]
450,ID-04177,[],[]
451,ID-02612,[],[]
452,ID-02592,[],[]
453,ID-03016,[],[]
454,ID-02313,[],[]
455,ID-02356,[],[]
456,ID-05790,,
457,ID-05631,[],[]
458,ID-00065,[],[]
459,ID-02069,[],[]
460,ID-01089,[],[]
461,ID-02915,[],[]
462,ID-03245,[],[15777]
463,ID-00903,[],[]
464,ID-03602,[],[]
465,ID-02875,[],[]
466,ID-02689,[],[]
467,ID-00331,[],[]
468,ID-02957,[],[]
469,ID-02086,[],[]
470,ID-03087,[],[]
471,ID-00759,[],[]
472,ID-03056,[],[]
473,ID-02268,[],[]
474,ID-02435,[],[]
475,ID-05821,[],[]
476,ID-07159,[],[]
477,ID-02548,[],[]
478,ID-01917,[],[]
479,ID-03631,[],[]
480,ID-02306,[],[]
481,ID-02075,[],[]
482,ID-02332,[],[]
483,ID-02643,"[177381, 705, 739, 2455, 4479, 5308, 8643, 12366, 33671, 41740, 45170, 53375, 59188, 68743, 74223, 83804, 92875, 98599, 104638, 114419]","[33671, 174823]"
484,ID-04382,[],[]
485,ID-03017,[],[]
486,ID-00036,[],[]
487,ID-00293,[],"[4649, 11248]"
488,ID-01672,[],[]
489,ID-00354,[],[]
490,ID-04870,[],[]
491,ID-00906,[],[]
492,ID-02331,[],[]
493,ID-02727,[],[16741]
494,ID-03900,[],[]
495,ID-05064,[],[]
496,ID-03019,[],[]
497,ID-04855,[],[]
498,ID-06018,[],[]
499,ID-03092,[],[]
500,ID-00168,[],"[33190, 181576]"
501,ID-02725,[],[]
502,ID-03206,[],[]
503,ID-04638,[],[]
504,ID-05433,[],[]
505,ID-04681,[],[]
506,ID-00720,[],[]
507,ID-02267,[],[]
508,ID-01073,[],[110404]
509,ID-01669,[],[]
510,ID-03927,[],[]
511,ID-04735,[],[]
512,ID-05033,[],[]
513,ID-02382,[],[]
514,ID-04357,[],[]
515,ID-01608,[],[99056]
516,ID-05214,[],[]
517,ID-02479,[],[]
518,ID-02447,[],[]
519,ID-05927,[],[]
520,ID-01159,[],[]
521,ID-03852,[],[]
522,ID-02172,[],[]
523,ID-00577,[],[]
524,ID-01090,[],[]
525,ID-04180,[],[]
526,ID-04051,[],[]
527,ID-02960,[],[66180]
528,ID-05021,[],[]
529,ID-02874,[],[]
530,ID-01076,[530],[]
531,ID-04443,[],[99517]
532,ID-00082,[],[]
533,ID-00635,[],[]
534,ID-04017,[],[]
535,ID-00893,[],[]
536,ID-03661,[],[]
537,ID-03154,[],[]
538,ID-03583,[],[]
539,ID-03246,[],"[4649, 11248]"
540,ID-00850,[],[]
541,ID-03458,[],[]
542,ID-00242,[],[]
543,ID-00603,[],[]
544,ID-05251,[],[]
545,ID-06189,[],[]
546,ID-00727,[],[]
547,ID-03174,[],[]
548,ID-03112,[],[]
549,ID-04085,[],[]
550,ID-06399,[],[72772]
551,ID-06704,[],[]
552,ID-03332,[],[]
553,ID-02515,[],[]
554,ID-03866,[],[]
555,ID-03098,[],[]
556,ID-00944,[],[]
557,ID-00212,[],[]
558,ID-01333,[],[]
559,ID-01701,[],[]
560,ID-05349,[],[]
561,ID-05384,[],[]
562,ID-05705,[],[]
563,ID-05900,[],[]
564,ID-04706,[],[]
565,ID-05192,[],[]
566,ID-06610,[],[]
567,ID-02766,[],[]
568,ID-03212,[],[10568]
569,ID-03032,[],[]
570,ID-02845,[],[]
571,ID-04308,[],[]
572,ID-04066,[],[151027]
573,ID-04968,[],[]
574,ID-02065,[],[]
575,ID-00916,[],[]
576,ID-07020,[],[]
577,ID-04791,[],[144194]
578,ID-04491,[],[]
579,ID-04686,[],[]
580,ID-00569,[],[]
581,ID-02850,[],[]
582,ID-04876,[],[]
583,ID-03254,[],[]
584,ID-02740,[],[]
585,ID-00575,[],[]
586,ID-04673,[],[]
587,ID-01376,[],[]
588,ID-01619,[],[]
589,ID-05028,[],[]
590,ID-03397,[],[]
591,ID-06887,[],[]
592,ID-02831,[],[]
593,ID-00602,[],[]
594,ID-00289,[],[]
595,ID-03244,[],[]
596,ID-00828,[],[]
597,ID-00873,[],[]
598,ID-04530,[],[]
599,ID-03108,[],[]
600,ID-02012,[],[]
601,ID-00225,[],[]
602,ID-06151,[],"[26075, 137982]"
603,ID-05128,[],[]
604,ID-01105,[],[]
605,ID-02276,[],[]
606,ID-05299,[],[]
607,ID-03033,[],[]
608,ID-02732,[],[]
609,ID-05257,[],[]
610,ID-02698,[],[]
611,ID-00499,[],[]
612,ID-00764,[],"[26075, 137982]"
613,ID-01109,[],[]
614,ID-03841,[],[]
615,ID-05335,[],[]
616,ID-00328,[],[]
617,ID-03598,[],[]
618,ID-03224,[],[]
619,ID-07161,[],[]
620,ID-03579,[],[]
621,ID-04396,[],[]
622,ID-01342,[],[]
623,ID-03136,[],[110404]
624,ID-02678,[],[]
625,ID-02584,[],[]
626,ID-04610,[],[]
627,ID-03101,[],[]
628,ID-00722,[],[]
629,ID-03466,[],[]
630,ID-04284,[],[]
631,ID-04842,[],[]
632,ID-03763,[],[]
633,ID-02705,[],[]
634,ID-01579,[],[]
635,ID-04209,[],[]
636,ID-04265,[],[]
637,ID-03306,[],[]
638,ID-02631,[],[]
639,ID-00707,[],[]
640,ID-01518,[],[]
641,ID-05504,[],[]
642,ID-03193,[],[]
643,ID-03370,[],[]
644,ID-02539,[],[]
645,ID-00924,[],[]
646,ID-06571,[],[]
647,ID-02708,[],[]
648,ID-00336,[],[]
649,ID-03762,[],[108580]
650,ID-04061,[],[]
651,ID-03796,[],[]
652,ID-02438,[],[]
653,ID-00230,[],[]
654,ID-04235,[],[]
655,ID-05172,[],[]
656,ID-00055,[],[]
657,ID-06573,[],[]
658,ID-00719,[],[]
659,ID-00703,[],[]
660,ID-04975,[],[]
661,ID-00099,[],[]
662,ID-02828,[],[]
663,ID-02765,[],[]
664,ID-06130,[],[]
665,ID-06124,[],[]
666,ID-03605,[],[]
667,ID-03748,[],[]
668,ID-02817,[],[]
669,ID-01141,[],[]
670,ID-03261,[],[]
671,ID-05147,[],[]
672,ID-02804,[],[]
673,ID-04943,[],[]
674,ID-03606,[],[]
675,ID-04758,[],[]
676,ID-00136,[],[]
677,ID-02512,[],[]
678,ID-03653,[],[]
679,ID-02303,[],[]
680,ID-04976,[],[]
681,ID-01577,[],[]
682,ID-05191,[],[]
683,ID-02671,[],[]
684,ID-07162,[],[]
685,ID-06761,[],[]
686,ID-04513,[],[]
687,ID-06053,[],[]
688,ID-01563,[],[]
689,ID-00481,[],[]
690,ID-04365,[],[]
691,ID-05653,[],[]
692,ID-03351,[],[]
693,ID-02118,[],[]
694,ID-01710,[],[]
695,ID-03632,[],[]
696,ID-03053,[],[]
697,ID-05029,[],[]
698,ID-04766,[],[]
699,ID-00492,[],[]
700,ID-02958,[],[]
701,ID-00550,[],[]
702,ID-03781,[],[]
703,ID-03775,[],[]
704,ID-02188,[],[]
705,ID-03907,"[177381, 705, 739, 2455, 4479, 5308, 8643, 12366, 33671, 41740, 45170, 53375, 59188, 68743, 74223, 83804, 92875, 98599, 104638, 114419]","[33671, 174823]"
706,ID-02541,[],[]
707,ID-02959,[],[]
708,ID-06009,[],[]
709,ID-03758,,
710,ID-04385,[],[]
711,ID-03993,[],[]
712,ID-05025,[],[]
713,ID-05725,[],[]
714,ID-03832,[],[]
715,ID-02292,[],[]
716,ID-02919,[1538],[]
717,ID-03759,[],[]
718,ID-03835,[340],[]
719,ID-00041,[],[]
720,ID-07815,[],[13277]
721,ID-00724,[],[]
722,ID-03648,[],[]
723,ID-05106,[],[]
724,ID-02587,[],[]
725,ID-00590,[],[]
726,ID-03928,[],[]
727,ID-03504,[],[]
728,ID-01675,[],[]
729,ID-00431,[],[]
730,ID-07529,[],[40986]
731,ID-05952,[],[]
732,ID-04344,[],[]
733,ID-00636,[],[]
734,ID-04055,[],[68333]
735,ID-05748,[],[]
736,ID-07367,[],[]
737,ID-03577,[],[]
738,ID-05269,[],[]
739,ID-04865,"[177381, 705, 739, 2455, 4479, 5308, 8643, 12366, 33671, 41740, 45170, 53375, 59188, 68743, 74223, 83804, 92875, 98599, 104638, 114419]","[33671, 174823]"
740,ID-03986,[],[]
741,ID-03826,[],[]
742,ID-02149,[],[]
743,ID-00512,[],[]
744,ID-00087,[],[]
745,ID-03966,[],[]
746,ID-05076,[],[]
747,ID-01180,[],[]
748,ID-00254,[],[]
749,ID-02057,[],[]
750,ID-04225,[],[]
751,ID-00996,[],[]
752,ID-05895,[],[]
753,ID-05651,[],[]
754,ID-04433,[],[]
755,ID-01735,[],[]
756,ID-00736,[],[15777]
757,ID-01691,[],[]
758,ID-02601,[],[]
759,ID-01328,[],[]
760,ID-06538,[],[]
761,ID-04115,[],[]
762,ID-02865,[],[]
763,ID-02113,[],[]
764,ID-03963,[],[72772]
765,ID-01984,[],[]
766,ID-06388,[],[]
767,ID-01618,[],[]
768,ID-06525,[],[]
769,ID-00776,[],[]
770,ID-01641,[],[]
771,ID-03839,"[193188, 195755]",[]
772,ID-05614,[],[]
773,ID-04731,[],[]
774,ID-06218,[],[]
775,ID-05302,[],[]
776,ID-03153,[],[]
777,ID-05027,[],[]
778,ID-03031,[],[]
779,ID-01683,[],[]
780,ID-05090,[],[]
781,ID-06481,[],[]
782,ID-02245,[],[]
783,ID-04080,[],[]
784,ID-02728,[],[]
785,ID-05271,[],[]
786,ID-04744,[],[]
787,ID-01264,[],[99056]
788,ID-03490,[],[]
789,ID-02499,[],[]
790,ID-05740,[],[]
791,ID-03358,[],[]
792,ID-00148,[],[]
793,ID-02846,[],[]
794,ID-02951,[],[]
795,ID-05764,[],[]
796,ID-00044,[],[]
797,ID-00886,[],[]
798,ID-02042,[],[]
799,ID-06140,[],[]
800,ID-03560,[],[]
801,ID-01478,[],[]
802,ID-03539,[],[]
803,ID-01345,[],[]
804,ID-03732,[],[17041]
805,ID-02325,[],[]
806,ID-03020,[],[]
807,ID-03843,[],[]
808,ID-03612,[808],[1751]
809,ID-03347,[],[]
810,ID-07234,[],[]
811,ID-04878,[],[]
812,ID-05240,[],[]
813,ID-02933,[],[]
814,ID-02305,[],[]
815,ID-01396,[],[]
816,ID-03716,[],[]
817,ID-04014,[],[]
818,ID-06774,[],[]
819,ID-03492,[],[]
820,ID-06566,[],[]
821,ID-01965,[],[]
822,ID-04390,[],[]
823,ID-06261,[],[]
824,ID-06459,[],[]
825,ID-04028,[],[]
826,ID-05731,[],[]
827,ID-01527,[],[]
828,ID-02683,[],[]
829,ID-03465,[],[]
830,ID-02341,[],[]
831,ID-01360,[],[]
832,ID-04671,[],[]
833,ID-04689,[],[]
834,ID-00855,[],[]
835,ID-04316,[],[]
836,ID-02013,[],[]
837,ID-04601,[],[]
838,ID-05347,[],[]
839,ID-04531,[],[]
840,ID-04341,[],[]
841,ID-01163,[],[]
842,ID-05321,[],[]
843,ID-05485,[],[]
844,ID-00814,[],[]
845,ID-05253,[],[]
846,ID-05200,[],[]
847,ID-00767,[],[]
848,ID-05887,[],[180293]
849,ID-01439,[],[]
850,ID-04692,[],[]
851,ID-03815,[],[]
852,ID-01922,[],[]
853,ID-05358,[],[]
854,ID-02589,[],[]
855,ID-00426,[],[]
856,ID-02045,[],[]
857,ID-03260,[],[]
858,ID-04231,[],[]
859,ID-01113,[],[]
860,ID-04030,[],[]
861,ID-04454,[],"[4780, 45150]"
862,ID-05949,[],[]
863,ID-04399,[],[68113]
864,ID-04608,[],[]
865,ID-00717,[],[]
866,ID-04860,[],[]
867,ID-04451,[],[]
868,ID-04360,[],"[35777, 140938]"
869,ID-00517,[],[149210]
870,ID-02216,[],[]
871,ID-05466,[],[]
872,ID-00166,[],[64253]
873,ID-02723,[],[]
874,ID-01224,[],[]
875,ID-03630,[],[]
876,ID-05189,[],[]
877,ID-05918,[],[]
878,ID-04359,[],[]
879,ID-04128,[],[]
880,ID-05167,[],[]
881,ID-02575,[],[]
882,ID-04862,[],[]
883,ID-04401,[],[]
884,ID-02622,[],[]
885,ID-03346,[],[]
886,ID-03326,[],[]
887,ID-02213,[],[]
888,ID-02197,[],[]
889,ID-04263,[],[]
890,ID-01358,[],[]
891,ID-02138,[],[]
892,ID-03203,[],[]
893,ID-04303,[],[]
894,ID-03624,[],[]
895,ID-03831,[63943],[]
896,ID-03015,[],[]
897,ID-05955,[],[]
898,ID-00535,[],[]
899,ID-03197,[],[]
900,ID-05467,[],[]
901,ID-03797,[],[]
902,ID-04792,[],[]
903,ID-04963,[],[]
904,ID-04062,[],[]
905,ID-02607,[],[]
906,ID-00237,[],[]
907,ID-05598,[],[]
908,ID-04651,[],[]
909,ID-04606,[],[]
910,ID-05260,[],[]
911,ID-01256,[],[]
912,ID-04670,[],[]
913,ID-07252,[],[]
914,ID-03707,[],[]
915,ID-05114,[],[]
916,ID-02329,[],[]
917,ID-05300,[],[]
918,ID-00652,[],[]
919,ID-04092,[],[]
920,ID-07101,[],[]
921,ID-03118,[],[]
922,ID-02064,[],[]
923,ID-03746,[],[]
924,ID-05065,[],[151027]
925,ID-04589,[],[]
926,ID-02797,[],[]
927,ID-04859,[],[]
928,ID-02591,[191626],[204267]
929,ID-06048,[],"[4649, 11248]"
930,ID-01322,[],[]
931,ID-02688,[],[]
932,ID-05529,[],[]
933,ID-01111,[],[]
934,ID-04438,[],[]
935,ID-03102,[],[66180]
936,ID-02133,[],[]
937,ID-05185,[],[]
938,ID-01602,[],[]
939,ID-04664,[],[]
940,ID-05558,[],[]
941,ID-06563,[],"[47649, 169897]"
942,ID-02049,[],[]
943,ID-04167,[],[]
944,ID-04564,[],[]
945,ID-00126,[],[]
946,ID-04956,[],[]
947,ID-05405,[],[]
948,ID-02501,[],[]
949,ID-01098,[],[]
950,ID-04726,[],[]
951,ID-05684,[],[]
952,ID-02178,[384],[]
953,ID-04971,[],[]
954,ID-04639,[],[]
955,ID-01991,[],[]
956,ID-00609,"[185150, 2990, 4334, 10602, 12645, 16733, 18750, 26800, 34070, 40541, 47309, 49179, 61460, 68535, 73693, 79966, 90985, 97822, 109513, 121048]",[]
957,ID-01934,[],[]
958,ID-01080,[],[]
959,ID-02602,[],[]
960,ID-04747,[],[]
961,ID-05825,[],[]
962,ID-02021,"[115803, 87187, 102714]",[]
963,ID-01785,[],[]
964,ID-03267,[],[110312]
965,ID-02939,[],[]
966,ID-03822,[],[]
967,ID-06646,[],[]
968,ID-05517,[],[]
969,ID-05111,[],[]
970,ID-02060,[],[]
971,ID-00608,[],[]
972,ID-01525,[],[]
973,ID-04587,[],[]
974,ID-02829,[],[]
975,ID-03683,[],[]
976,ID-02902,,
977,ID-04596,[],[]
978,ID-00647,[],[]
979,ID-04631,[],[]
980,ID-03198,[],[]
981,ID-03517,[],[]
982,ID-04665,[],[]
983,ID-01315,[],[]
984,ID-03352,[],[]
985,ID-03724,[],[]
986,ID-05526,[],[]
987,ID-04046,[],[]
988,ID-02179,[],[]
989,ID-04708,[],[]
990,ID-04188,[],[]
991,ID-04679,[],[]
992,ID-00844,[],[]
993,ID-05448,[],[]
994,ID-04119,[],[]
995,ID-05357,[],[]
996,ID-00114,[],[]
997,ID-03968,[],[]
998,ID-01269,[],[]
999,ID-05009,[],[]
1000,ID-04414,[],[]
1001,ID-02537,[],[12653]
1002,ID-00804,[],[]
1003,ID-04362,[],[]
1004,ID-05925,[],[]
1005,ID-00787,[],[]
1006,ID-04974,[404],[]
1007,ID-05234,[],[]
1008,ID-04076,[],[]
1009,ID-03263,[],[]
1010,ID-04302,[],[]
1011,ID-01428,[],[]
1012,ID-04068,[],[]
1013,ID-05585,[],[]
1014,ID-04485,[],[]
1015,ID-04581,[],[]
1016,ID-05330,[],[]
1017,ID-07523,[],[]
1018,ID-00666,[],[]
1019,ID-04992,[808],[1751]
1020,ID-01580,[191626],[204267]
1021,ID-01023,[],[]
1022,ID-01321,[],[99517]
1023,ID-00649,[],[]
1024,ID-03893,[],[146035]
1025,ID-06952,[],[37858]
